"TCID","ScenarioName","Steps","KeyFunction","ExecutionCondition","Br_Name","Param1","Param2","Param3"
"TC001",,"Enter 'Target Date'","enter_Text","Yes","Onlife","xpath",".//*[@id='GoalStep21_Quit_Smoking_Tobacco_Use_Target_Date']",04/30/2015
"TC001",,"Click on 'Continue'","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
"TC001",,"Click on an 'Action Step'","click_On_Button","Yes","Onlife","xpath",".//*[@id='list_1']/li[1]/table/tbody/tr/td[2]",
"TC001",,"Click on right arrow key('>')","click_On_Button","Yes","Onlife","xpath","//a[@class='right']",
"TC001",,"Click on 'Continue'","click_On_Button","Yes","Onlife","xpath","//a[@class='button continue']",
"TC001",,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC001",,"Click on 'Finish'","click_On_Button","Yes","Onlife","xpath","//a[@class='button finish']",
"TC001",,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC001",,"Click on 'Remove' to remove the goal","click_On_Button","Yes","Onlife","xpath",".//*[@id='RemoveGoal']",
"TC001",,"Click on 'Yes,I'M Sure'","click_On_Button","Yes","Onlife","xpath",".//*[@id='YesButton']/span",
"TC001",,"Click on 'LogOff'","click_On_link","Yes","Onlife","xpath",".//*[@id='a_logout']",
"TC001",,"Tool wait time","ToolToWaitInMilliSeconds","Yes","Onlife",5000,,
"TC002","Verify the user is able to Track the goals which is Recommended that pre populated from “HA”.","Click on Email adress","click_On_link","No","Onlife","xpath",".//*[@id='form1']/div[3]/div[7]/table/tbody/tr[27]/td[4]/a",
"TC002",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",9000,,
"TC002",,"Click on 'DashBoard' link","click_On_link","No","Onlife","xpath",".//*[@id='HyperLink1']",
"TC002",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC002",,"Click on 'Go To DashBoard'","click_On_link","No","Onlife","xpath","html/body/div[3]/div[2]/form/div/table/tbody/tr/td[3]/a",
"TC002",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC002",,"Click on 'Trackers'","click_On_link","No","Onlife","xpath","html/body/form[1]/div[3]/div[1]/div[2]/div/div[3]/div[9]/a/span",
"TC002",,"Verify 'My Tracking Tools' in paragraph","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='wrapper']/div[2]/div[2]/div[1]/div[1]/h1/span","My Tracking Tools "
"TC002",,"Click on 'All Trackers'","click_On_link","No","Onlife","xpath",".//*[@id='AllTrackers']/table/tbody/tr/th",
"TC002",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",9000,,
"TC003","Verify the user is able to view health wise content","Click on Email adress","click_On_link","No","Onlife","xpath",".//*[@id='form1']/div[3]/div[7]/table/tbody/tr[27]/td[4]/a",
"TC003",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",9000,,
"TC003",,"Click on 'DashBoard' link","click_On_link","No","Onlife","xpath",".//*[@id='HyperLink1']",
"TC003",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC003",,"Click on 'Go To DashBoard'","click_On_link","No","Onlife","xpath","html/body/div[3]/div[2]/form/div/table/tbody/tr/td[3]/a",
"TC003",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC003",,"Click on 'Health Information' tab","click_On_link","No","Onlife","xpath",".//*[@id='MenuBox_menubox_main']/div/div[3]/div[10]/a/span",
"TC003",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC003",,"Verify 'Health Contents' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='HealthResourcesWC_ctl00_ctl00_titlelink']","Asthma: Asthma Basics"
"TC003",,"Verify 'My Content' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='contentpanel']/div[1]/div/div/h2","My Content"
"TC003",,"Verify 'My Tools' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='MyTools']/h2/span","My Tools"
"TC003",,"Click on 'LogOff'","click_On_link","No","Onlife","xpath",".//*[@id='a_logout']",
"TC003",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC004","Verify if user is able to browse articles","Click on Email adress","click_On_link","No","Onlife","xpath",".//*[@id='form1']/div[3]/div[7]/table/tbody/tr[27]/td[4]/a",
"TC004",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",9000,,
"TC004",,"Click on 'DashBoard' link","click_On_link","No","Onlife","xpath",".//*[@id='HyperLink1']",
"TC004",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC004",,"Click on 'Go To DashBoard'","click_On_link","No","Onlife","xpath","html/body/div[3]/div[2]/form/div/table/tbody/tr/td[3]/a",
"TC004",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC004",,"Click on 'Health Information' tab","click_On_link","No","Onlife","xpath",".//*[@id='MenuBox_menubox_main']/div/div[3]/div[10]/a/span",
"TC004",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC004",,"Verify 'Health Contents' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='HealthResourcesWC_ctl00_ctl00_titlelink']","Asthma: Asthma Basics"
"TC004",,"Verify 'My Content' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='contentpanel']/div[1]/div/div/h2","My Content"
"TC004",,"Verify 'My Tools' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='MyTools']/h2/span","My Tools"
"TC004",,"Browse Healthwise Content using letter 'A'.","click_On_link","No","Onlife","xpath",".//*[@id='browsesubbar']/div/div/div/a[2]",
"TC004",,"Verify 'Keyword List' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='keywordpanel']/div[1]/div/div/h2","Keyword List"
"TC004",,"Verify Healthwise Contents with names starting from 'A' is dispklayed.","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='keywordpanel']/div[2]/div/table/tbody/tr/td[1]/a[1]","A&D Ointment"
"TC004",,"Click on 'LogOff'","click_On_link","No","Onlife","xpath",".//*[@id='a_logout']",
"TC004",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC005","Verify that User Can able to view Onlie health content","Click on Email adress","click_On_link","No","Onlife","xpath",".//*[@id='form1']/div[3]/div[7]/table/tbody/tr[27]/td[4]/a",
"TC005",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",9000,,
"TC005",,"Click on 'DashBoard' link","click_On_link","No","Onlife","xpath",".//*[@id='HyperLink1']",
"TC005",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC005",,"Click on 'Go To DashBoard'","click_On_link","No","Onlife","xpath","html/body/div[3]/div[2]/form/div/table/tbody/tr/td[3]/a",
"TC005",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC005",,"Click on 'Health Information' tab","click_On_link","No","Onlife","xpath",".//*[@id='MenuBox_menubox_main']/div/div[3]/div[10]/a/span",
"TC005",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC005",,"Verify 'Health Contents' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='HealthResourcesWC_ctl00_ctl00_titlelink']","Asthma: Asthma Basics"
"TC005",,"Verify 'My Content' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='contentpanel']/div[1]/div/div/h2","My Content"
"TC005",,"Verify 'My Tools' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='MyTools']/h2/span","My Tools"
"TC005",,"Click on 'Symptom Checker'","click_On_link","No","Onlife","xpath",".//*[@id='SymptomChecker']/h2/span",
"TC005",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC006","Verify that user can view loading the article on Clicking body part of the Symptom Checker page ","Click on Email adress","click_On_link","No","Onlife","xpath",".//*[@id='form1']/div[3]/div[7]/table/tbody/tr[27]/td[4]/a",
"TC006",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",9000,,
"TC006",,"Click on 'DashBoard' link","click_On_link","No","Onlife","xpath",".//*[@id='HyperLink1']",
"TC006",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC006",,"Click on 'Go To DashBoard'","click_On_link","No","Onlife","xpath","html/body/div[3]/div[2]/form/div/table/tbody/tr/td[3]/a",
"TC006",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC006",,"Click on 'Health Information' tab","click_On_link","No","Onlife","xpath",".//*[@id='MenuBox_menubox_main']/div/div[3]/div[10]/a/span",
"TC006",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC006",,"Verify 'Health Contents' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='HealthResourcesWC_ctl00_ctl00_titlelink']","Asthma: Asthma Basics"
"TC006",,"Verify 'My Content' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='contentpanel']/div[1]/div/div/h2","My Content"
"TC006",,"Verify 'My Tools' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='MyTools']/h2/span","My Tools"
"TC006",,"Click on 'Symptom Checker'","click_On_link","No","Onlife","xpath",".//*[@id='SymptomChecker']/h2/span",
"TC006",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC006",,"Click on 'Head” on Symptom Checker window","click_On_link","No","Onlife","xpath","html/body/form/div[3]/div[2]/div[2]/div[1]/div/div[3]/div[1]/div/div/embed",
"TC006",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC006",,"Click on 'Confusion,Memory loss,and Altered Alterness'","click_On_link","No","Onlife","xpath","html/body/form/div[3]/div[2]/div[2]/div[1]/div/div[3]/div[1]/div/div/embed",
"TC006",,"Click on 'LogOff'","click_On_link","No","Onlife","xpath",".//*[@id='a_logout']",
"TC006",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC007","Verify whether member is able to see his/her name in “Email” option","Click on Email adress","click_On_link","No","Onlife","xpath",".//*[@id='form1']/div[3]/div[7]/table/tbody/tr[27]/td[4]/a",
"TC007",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",9000,,
"TC007",,"Click on 'DashBoard' link","click_On_link","No","Onlife","xpath",".//*[@id='HyperLink1']",
"TC007",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC007",,"Click on 'Go To DashBoard'","click_On_link","No","Onlife","xpath","html/body/div[3]/div[2]/form/div/table/tbody/tr/td[3]/a",
"TC007",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC007",,"Click on 'My Settings'","click_On_link","No","Onlife","xpath",".//*[@id='Menu1']/li[3]/a",
"TC007",,"Click on 'Edit' button","click_On_Button","No","Onlife","xpath",".//*[@id='MyProfile_edit']/span",
"TC007",,"Verify 'Mail Preference' in the page","VerifyTextInParagraph","No","Onlife","xpath",".//*[@id='MyProfile_mailPreferenceDiv']/label",
"TC007",,"Click on 'LogOff'","click_On_link","No","Onlife","xpath",".//*[@id='a_logout']",
"TC007",,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
"TC008","Verify whether member is able to add Email ","Click on Email adress","click_On_link","No","Onlife","xpath",".//*[@id='form1']/div[3]/div[7]/table/tbody/tr[27]/td[4]/a",
,,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",9000,,
,,"Click on 'DashBoard' link","click_On_link","No","Onlife","xpath",".//*[@id='HyperLink1']",
,,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
,,"Click on 'Go To DashBoard'","click_On_link","No","Onlife","xpath","html/body/div[3]/div[2]/form/div/table/tbody/tr/td[3]/a",
,,"Tool wait time","ToolToWaitInMilliSeconds","No","Onlife",5000,,
,,"Click on 'My Settings'","click_On_link","No","Onlife","xpath",".//*[@id='Menu1']/li[3]/a",
,,"Click on 'Edit' button","click_On_Button","No","Onlife","xpath",".//*[@id='MyProfile_edit']/span",
,,"Add 'Email Address'","enter_Text","No","Onlife","xpath",".//*[@id='MyProfile_email']","Abc.k@emids.com"
,,"Click on 'Save' button","click_On_Button","No","Onlife","xpath",".//*[@id='MyProfile_save']/span",
,,"Verify added email id is displayed","verifyTextInParagraph","No","Onlife","xpath",".//*[@id='MyProfile_d_email']","Abc.k@emids.com"
